,exchange,fsym,tsym,start,end
21510,Yobit,DAI,RUR,1571529600,1581206400
21511,Yobit,GAIN,RUR,1571788800,1581033600
21512,Yobit,GAIN,DOGE,1572220800,1581206400
21513,Yobit,GAIN,USD,1573689600,1581033600
21514,Yobit,GAIN,ETH,1572220800,1581206400
21515,Yobit,BEAN,DOGE,1571356800,1581206400
21516,Yobit,BEAN,USD,1579046400,1581206400
21517,Yobit,BEAN,ETH,1572048000,1581206400
21518,Yobit,BEAN,RUR,1571356800,1581206400
21519,Yobit,RDD,DOGE,1571356800,1581206400
21520,Yobit,RDD,USD,1571443200,1581206400
21521,Yobit,RDD,WAVES,1571356800,1581120000
21522,Yobit,RDD,RUR,1571356800,1581206400
21523,Yobit,RDD,ETH,1571356800,1581206400
21524,Yobit,RDD,BTC,1571356800,1581206400
21525,Yobit,CCT,USD,1572220800,1581120000
21526,Yobit,CCT,ETH,1571616000,1580947200
21527,Yobit,CCT,DOGE,1571702400,1581120000
21528,Yobit,PRE,ETH,1572134400,1581206400
21529,Yobit,ECOC,WAVES,1573603200,1578873600
21530,Yobit,ECOC,BTC,1571356800,1581120000
21531,Yobit,ECOC,DOGE,1571875200,1581120000
21532,Yobit,ACID,BTC,1575244800,1575244800
21533,Yobit,CRSP,ETH,1572220800,1581206400
21534,Yobit,CRSP,DOGE,1572220800,1581206400
21535,Yobit,CRSP,RUR,1571788800,1581206400
21536,Yobit,CRSP,USD,1573430400,1581206400
21537,Yobit,CF,WAVES,1572307200,1581206400
21538,Yobit,CF,BTC,1571443200,1581120000
21540,Yobit,VRP,USD,1574380800,1580860800
21541,Yobit,NZC,USD,1577059200,1579392000
21542,Yobit,NZC,ETH,1575504000,1575504000
21543,Yobit,NZC,DOGE,1571702400,1580774400
21544,Yobit,CRPS,DOGE,1572220800,1579651200
21545,Yobit,CRPS,ETH,1572220800,1579824000
21546,Yobit,CRPS,RUR,1571356800,1580169600
21547,Yobit,CRPS,USD,1574726400,1579824000
21548,Yobit,PUPA,RUR,1571529600,1581206400
21549,Yobit,PUPA,DOGE,1571788800,1581206400
21551,Yobit,PUPA,USD,1571443200,1579478400
21552,Yobit,PUPA,WAVES,1571443200,1579910400
21553,Yobit,ELY,DOGE,1571443200,1579392000
21554,Yobit,HKN,USD,1571443200,1577836800
21555,Yobit,HKN,DOGE,1571356800,1581206400
21556,Yobit,HKN,RUR,1571356800,1580774400
21557,Yobit,HKN,WAVES,1573430400,1580774400
21558,Yobit,HKN,BTC,1571356800,1581206400
21559,Yobit,HKN,ETH,1571875200,1580774400
21560,Yobit,XPY,DOGE,1577145600,1579392000
21561,Yobit,XPY,WAVES,1572393600,1580515200
21562,Yobit,XPY,USD,1572480000,1572480000
21563,Yobit,XPY,BTC,1571356800,1579392000
21564,Yobit,XPY,ETH,1573084800,1579132800
21565,Yobit,XPY,RUR,1572048000,1580601600
21566,Yobit,STALIN,WAVES,1571443200,1581033600
21567,Yobit,STALIN,RUR,1571443200,1581120000
21569,Yobit,STALIN,DOGE,1571443200,1581206400
21570,Yobit,STALIN,USD,1571961600,1579305600
21571,Yobit,HZT,USD,1572307200,1579996800
21572,Yobit,HZT,DOGE,1574380800,1580256000
21573,Yobit,HZT,BTC,1573084800,1580601600
21574,Yobit,HZT,RUR,1571356800,1580774400
21575,Yobit,ANTI,DOGE,1571443200,1581206400
21576,Yobit,ANTI,BTC,1571443200,1580601600
21577,Yobit,ANT,ETH,1572652800,1579651200
21578,Yobit,ANT,USD,1573862400,1579651200
21579,Yobit,ANT,DOGE,1572998400,1580947200
21580,Yobit,ANT,RUR,1572998400,1579910400
21581,Yobit,SOUL,BTC,1573344000,1576972800
21582,Yobit,SOUL,WAVES,1571702400,1579910400
21583,Yobit,MOOND,DOGE,1571961600,1577750400
21584,Yobit,MOOND,ETH,1575849600,1575849600
21585,Yobit,MOOND,USD,1572307200,1572912000
21586,Yobit,SANDG,DOGE,1571788800,1581206400
21587,Yobit,SANDG,BTC,1572393600,1576454400
21588,Yobit,BST,BTC,1572912000,1580342400
21589,Yobit,OPES,USD,1577664000,1581206400
21590,Yobit,OPES,ETH,1574640000,1580860800
21591,Yobit,BLHC,ETH,1572220800,1581120000
21592,Yobit,CAID,ETH,1579219200,1579824000
21594,Yobit,CAID,DOGE,1579824000,1579824000
21595,Yobit,QTZ,DOGE,1579132800,1579132800
21596,Yobit,QTZ,BTC,1571788800,1577923200
21597,Yobit,VTX,USD,1574380800,1574553600
21598,Yobit,VTX,ETH,1572652800,1578787200
21599,Yobit,VTX,RUR,1571356800,1580601600
21600,Yobit,VTX,DOGE,1572652800,1574812800
21601,Yobit,CLICK,DOGE,1572220800,1579046400
21602,Yobit,CLICK,ETH,1571788800,1579392000
21603,Yobit,SSTC,RUR,1572912000,1581120000
21604,Yobit,SSTC,BTC,1573344000,1573344000
21605,Yobit,GBT,DOGE,1571788800,1577836800
21606,Yobit,GBT,USD,1575763200,1581033600
21607,Yobit,GBT,ETH,1575763200,1581033600
21608,Yobit,M1,RUR,1571616000,1580774400
21609,Yobit,M1,USD,1571702400,1581033600
21610,Yobit,M1,BTC,1571356800,1581033600
21611,Yobit,M1,DOGE,1571961600,1575158400
21612,Yobit,PULSE,ETH,1571356800,1581120000
21613,Yobit,PULSE,DOGE,1571356800,1581120000
21614,Yobit,FOREX,ETH,1571443200,1581206400
21615,Yobit,CC,BTC,1572134400,1580601600
21616,Yobit,CC,DOGE,1574035200,1578009600
21617,Yobit,ACOIN,ETH,1571702400,1580169600
21618,Yobit,ACOIN,DOGE,1575936000,1580169600
21619,Yobit,CIRC,WAVES,1571529600,1581120000
21620,Yobit,CIRC,DOGE,1572220800,1581120000
21621,Yobit,CIRC,BTC,1572220800,1581120000
21622,Yobit,NKT,BTC,1573084800,1580774400
21623,Yobit,NKT,DOGE,1576800000,1581206400
21624,Yobit,BTC,USD,1461628800,1581206400
21625,Yobit,BTC,RUR,1571356800,1581206400
21626,Yobit,BTCA,BTC,1575331200,1575331200
21627,Yobit,WMC,ETH,1572825600,1579132800
21628,Yobit,WMC,DOGE,1572825600,1575158400
21629,Yobit,WMC,RUR,1572307200,1579132800
21630,Yobit,WMC,USD,1572825600,1579132800
21631,Yobit,IEC,WAVES,1571616000,1580688000
21632,Yobit,IEC,BTC,1571616000,1581206400
21633,Yobit,IEC,DOGE,1571616000,1581206400
21635,Yobit,8BIT,RUR,1573689600,1580947200
21636,Yobit,8BIT,DOGE,1573084800,1578355200
21637,Yobit,8BIT,ETH,1573689600,1580947200
21638,Yobit,FAZZ,DOGE,1571875200,1579046400
21639,Yobit,FAZZ,ETH,1572048000,1580083200
21640,Yobit,XPO,ETH,1573776000,1581120000
21641,Yobit,XPO,RUR,1572307200,1580860800
21642,Yobit,XBTS,DOGE,1577491200,1581206400
21643,Yobit,XBTS,ETH,1572307200,1581206400
21644,Yobit,HCC,WAVES,1572048000,1578787200
21647,Yobit,REN,WAVES,1574380800,1580342400
21648,Yobit,REN,RUR,1572220800,1580860800
21649,Yobit,REN,DOGE,1576454400,1580169600
21650,Yobit,REN,USD,1572220800,1580083200
21651,Yobit,REN,BTC,1571702400,1581033600
21652,Yobit,REN,ETH,1574035200,1580342400
21653,Yobit,JNT,DOGE,1571875200,1581120000
21655,Yobit,JNT,USD,1572307200,1581120000
21656,Yobit,JNT,WAVES,1571702400,1580860800
21657,Yobit,ARCT,BTC,1571356800,1580428800
21658,Yobit,ARCT,USD,1571875200,1575244800
21659,Yobit,ARCT,DOGE,1571875200,1581120000
21660,Yobit,ARCT,ETH,1571875200,1578787200
21661,Yobit,ARCT,WAVES,1571875200,1580688000
21662,Yobit,PTA,DOGE,1573084800,1580688000
21663,Yobit,PTA,ETH,1572912000,1580169600
21664,Yobit,PTA,USD,1580083200,1580169600
21665,Yobit,ETZ,DOGE,1571443200,1581206400
21666,Yobit,ETZ,BTC,1571443200,1581206400
21667,Yobit,CHIP,USD,1573862400,1573862400
21668,Yobit,CHIP,DOGE,1571443200,1577836800
21669,Yobit,CHIP,ETH,1573084800,1573862400
21670,Yobit,SYS,BTC,1571356800,1581120000
21671,Yobit,SYS,ETH,1571616000,1581206400
21672,Yobit,SYS,DOGE,1572566400,1581206400
21673,Yobit,URO,USD,1571702400,1578960000
21674,Yobit,URO,DOGE,1573257600,1580860800
21675,Yobit,URO,WAVES,1574035200,1579910400
21676,Yobit,URO,BTC,1573084800,1580601600
21677,Yobit,HXX,WAVES,1571961600,1580428800
21678,Yobit,HXX,BTC,1572220800,1581206400
21679,Yobit,HXX,DOGE,1571961600,1580083200
21680,Yobit,MXT,RUR,1571529600,1581120000
21681,Yobit,MXT,DOGE,1573603200,1581206400
21682,Yobit,MXT,ETH,1577664000,1580601600
21683,Yobit,MXT,USD,1573516800,1579996800
21684,Yobit,LC,ETH,1572048000,1580860800
21685,Yobit,CJ,DOGE,1571443200,1581206400
21686,Yobit,CJ,USD,1571702400,1580947200
21687,Yobit,CJ,BTC,1572825600,1572825600
21688,Yobit,NLC2,RUR,1572048000,1580860800
21689,Yobit,NLC2,WAVES,1571616000,1580169600
21690,Yobit,NLC2,USD,1572307200,1581033600
21691,Yobit,NLC2,ETH,1571616000,1581120000
21692,Yobit,NLC2,DOGE,1571529600,1580169600
21693,Yobit,NLC2,BTC,1571529600,1581033600
21694,Yobit,DBIC,BTC,1571616000,1581206400
21695,Yobit,DBIC,DOGE,1572912000,1581206400
21696,Yobit,XCE,RUR,1572048000,1581206400
21697,Yobit,XCE,DOGE,1571356800,1581206400
21698,Yobit,XCE,ETH,1571356800,1581206400
21699,Yobit,XCE,USD,1572393600,1581206400
21700,Yobit,GRE,BTC,1571788800,1581206400
21701,Yobit,GRE,DOGE,1571875200,1581206400
21702,Yobit,GRE,WAVES,1571875200,1581206400
21703,Yobit,SDC,BTC,1573084800,1573084800
21704,Yobit,SDC,RUR,1572048000,1580860800
21705,Yobit,SDC,DOGE,1571875200,1578009600
21706,Yobit,JOBS,ETH,1571788800,1580860800
21707,Yobit,JOBS,USD,1571788800,1580256000
21708,Yobit,BTCRY,USD,1571356800,1581206400
21709,Yobit,BTCRY,DOGE,1571616000,1580342400
21710,Yobit,BTCRY,BTC,1578614400,1580688000
21711,Yobit,STV,ETH,1571356800,1580428800
21712,Yobit,STV,DOGE,1571356800,1576972800
21713,Yobit,FXT,ETH,1573948800,1581206400
21714,Yobit,PEX,DOGE,1574035200,1581120000
21715,Yobit,PEX,RUR,1571443200,1581120000
21716,Yobit,PEX,USD,1579996800,1579996800
21717,Yobit,PEX,ETH,1581033600,1581120000
21718,Yobit,REE,BTC,1573084800,1581206400
21719,Yobit,CRAB,DOGE,1571529600,1573084800
21720,Yobit,CRAB,USD,1573257600,1579996800
21721,Yobit,CRAB,ETH,1572566400,1580601600
21722,Yobit,CRAB,RUR,1571529600,1580601600
21723,Yobit,XUP,RUR,1571788800,1581206400
21724,Yobit,XUP,USD,1571875200,1581206400
21725,Yobit,XUP,ETH,1573516800,1581206400
21726,Yobit,XUP,DOGE,1573516800,1581206400
21727,Yobit,ROS,USD,1573171200,1581206400
21728,Yobit,ROS,BTC,1571788800,1578873600
21729,Yobit,ROS,DOGE,1572912000,1581206400
21730,Yobit,SMC,DOGE,1571529600,1580428800
21731,Yobit,SMC,RUR,1571356800,1581206400
21732,Yobit,SMC,BTC,1571529600,1581206400
21733,Yobit,SMC,ETH,1572134400,1581033600
21734,Yobit,SMC,WAVES,1571961600,1579996800
21735,Yobit,SMC,USD,1575763200,1581120000
21736,Yobit,NET,ETH,1571702400,1581206400
21737,Yobit,NET,DOGE,1575331200,1581206400
21738,Yobit,NET,USD,1572307200,1572307200
21739,Yobit,BIT16,DOGE,1573084800,1578614400
21740,Yobit,BIT16,ETH,1574380800,1578614400
21741,Yobit,BIT16,USD,1574294400,1578614400
21742,Yobit,BIT16,RUR,1571356800,1580774400
21743,Yobit,METAL,USD,1571356800,1578355200
21744,Yobit,METAL,DOGE,1578096000,1580860800
21745,Yobit,METAL,BTC,1573084800,1578355200
21746,Yobit,AV,RUR,1571788800,1581206400
21747,Yobit,AV,ETH,1572307200,1581206400
21748,Yobit,AV,DOGE,1571356800,1581206400
21749,Yobit,AV,USD,1572307200,1579996800
21750,Yobit,SCRT,BTC,1571788800,1581206400
21751,Yobit,DES,BTC,1573084800,1580774400
21752,Yobit,CCC,ETH,1571702400,1580947200
21753,Yobit,CTL,ETH,1573689600,1581120000
21754,Yobit,CTL,DOGE,1575504000,1578960000
21755,Yobit,TSE,ETH,1573862400,1573862400
21756,Yobit,TSE,DOGE,1572307200,1577664000
21757,Yobit,EAGS,BTC,1572048000,1580601600
21758,Yobit,DRKT,BTC,1572220800,1581206400
21759,Yobit,WHO,ETH,1572912000,1581206400
21760,Yobit,WHO,DOGE,1572393600,1581120000
21761,Yobit,FRN,ETH,1572912000,1580428800
21762,Yobit,FRN,USD,1572652800,1581033600
21763,Yobit,FRN,RUR,1571788800,1580774400
21764,Yobit,BSTK,ETH,1573084800,1580428800
21766,Yobit,CYP,BTC,1571702400,1579564800
21767,Yobit,REA,USD,1571529600,1576972800
21768,Yobit,REA,ETH,1571616000,1580601600
21769,Yobit,REA,DOGE,1571616000,1580256000
21770,Yobit,REA,RUR,1571616000,1580688000
21771,Yobit,U,BTC,1571961600,1581033600
21772,Yobit,PIE,DOGE,1574899200,1575417600
21773,Yobit,PIE,USD,1577145600,1578355200
21774,Yobit,PIE,BTC,1573084800,1581120000
21775,Yobit,LBA,ETH,1571529600,1579564800
21776,Yobit,HALLO,ETH,1573084800,1580860800
21777,Yobit,ALEX,ETH,1572998400,1581120000
21778,Yobit,ALEX,DOGE,1573516800,1580601600
21779,Yobit,ALEX,USD,1571356800,1580601600
21780,Yobit,F16,ETH,1571702400,1581206400
21781,Yobit,GML,BTC,1572220800,1580601600
21783,Yobit,ARM,USD,1573257600,1580256000
21784,Yobit,MAX,BTC,1571529600,1581206400
21786,Yobit,OPTION,RUR,1572739200,1580774400
21787,Yobit,OPTION,ETH,1578096000,1578096000
21788,Yobit,OPTION,DOGE,1573084800,1575849600
21789,Yobit,JANE,BTC,1578614400,1578614400
21790,Yobit,JANE,DOGE,1571443200,1581206400
21791,Yobit,SWEET,DOGE,1575158400,1577664000
21792,Yobit,SWEET,USD,1571356800,1579132800
21793,Yobit,SWEET,ETH,1571529600,1580860800
21794,Yobit,DUX,BTC,1578528000,1580601600
21795,Yobit,YOVI,BTC,1571443200,1581206400
21796,Yobit,CVNC,BTC,1573084800,1581120000
21797,Yobit,DRACO,BTC,1573084800,1581206400
21798,Yobit,GSX,BTC,1571616000,1580860800
21799,Yobit,DUB,BTC,1572048000,1575590400
21800,Yobit,ECOB,DOGE,1571961600,1580860800
21801,Yobit,ECOB,ETH,1573430400,1581206400
21802,Yobit,BON,ETH,1572480000,1581206400
21803,Yobit,SCT,BTC,1572048000,1574121600
21804,ZB,MCO,BTC,1531353600,1563062400
21805,ZB,MCO,QC,1571356800,1581206400
21806,ZB,MCO,USDT,1571356800,1581120000
21807,ZB,BTS,QC,1571356800,1581206400
21808,ZB,BTS,BTC,1528070400,1581206400
21809,ZB,BTS,USDT,1528070400,1581206400
21811,ZB,ZB,QC,1571356800,1581206400
21812,ZB,ZB,USDT,1571356800,1581206400
21813,ZB,ZB,BTC,1571356800,1581206400
21814,ZB,SBTC,USDT,1571356800,1581206400
21817,ZB,ETH,QC,1571356800,1581206400
21818,ZB,ETH,USDT,1528070400,1581206400
21819,ZB,ETH,BTC,1528070400,1581206400
21823,ZB,KAN,BTC,1571356800,1581206400
21824,ZB,KAN,QC,1571356800,1581206400
21825,ZB,BAT,USDT,1527897600,1581206400
21826,ZB,BAT,QC,1571356800,1581206400
21827,ZB,BAT,BTC,1527897600,1581206400
21828,ZB,XWC,QC,1571356800,1581206400
21829,ZB,XWC,USDT,1571356800,1581033600
21831,ZB,LTC,QC,1571356800,1581206400
21833,ZB,LTC,BTC,1528070400,1581206400
21835,ZB,LTC,USDT,1528070400,1581206400
21836,ZB,NEO,QC,1571356800,1581206400
21837,ZB,NEO,USDT,1528070400,1581206400
21838,ZB,NEO,BTC,1528070400,1581206400
21839,ZB,HLC,QC,1571356800,1581206400
21841,ZB,HLC,USDT,1571356800,1581206400
21842,ZB,VSYS,BTC,1571356800,1581206400
21843,ZB,VSYS,QC,1571356800,1581206400
21844,ZB,VSYS,ZB,1571356800,1578441600
21846,ZB,DASH,USDT,1528070400,1581206400
21847,ZB,DASH,QC,1571356800,1581206400
21848,ZB,DASH,BTC,1528070400,1581206400
21849,ZB,SLT,USDT,1571529600,1581206400
21850,ZB,SLT,QC,1571356800,1581206400
21851,ZB,SLT,BTC,1571961600,1581206400
21854,ZB,EDO,USDT,1571788800,1581120000
21855,ZB,ZRX,BTC,1527638400,1581120000
21856,ZB,ZRX,USDT,1527638400,1581206400
21857,ZB,ZRX,QC,1571356800,1581206400
21858,ZB,MTL,USDT,1571356800,1581206400
21861,ZB,HSR,BTC,1571356800,1581206400
21863,ZB,HSR,QC,1571356800,1581206400
21864,ZB,HSR,USDT,1571356800,1581206400
21865,ZB,XUC,BTC,1527552000,1561334400
21866,ZB,XUC,QC,1571356800,1581206400
21868,ZB,XRP,QC,1571356800,1581206400
21869,ZB,XRP,BTC,1528070400,1581206400
21870,ZB,XRP,USDT,1528070400,1581206400
21871,ZB,GNT,USDT,1527724800,1581206400
21872,ZB,GNT,BTC,1527724800,1581206400
21873,ZB,GNT,QC,1571356800,1581206400
21874,ZB,DOGE,USDT,1528070400,1581206400
21875,ZB,DOGE,BTC,1527984000,1581206400
21876,ZB,DOGE,QC,1571356800,1581206400
21879,ZB,BCH,BTC,1528070400,1543449600
21880,ZB,BCH,USDT,1528070400,1581206400
21881,ZB,TRX,USDT,1555632000,1581206400
21882,ZB,TRX,QC,1571356800,1581206400
21883,ZB,TRX,BTC,1555632000,1581206400
21884,ZB,AE,BTC,1571356800,1581206400
21885,ZB,AE,QC,1571356800,1581206400
21887,ZB,ETC,QC,1571356800,1581206400
21888,ZB,ETC,BTC,1528070400,1581206400
21889,ZB,ETC,USDT,1528070400,1581206400
21892,ZB,INK,QC,1571356800,1581206400
21893,ZB,INK,USDT,1571356800,1581206400
21895,ZB,MANA,USDT,1571356800,1581206400
21896,ZB,MANA,QC,1571356800,1581206400
21897,ZB,MANA,BTC,1527638400,1581206400
21898,ZB,SNT,BTC,1527638400,1580515200
21899,ZB,SNT,USDT,1527984000,1581206400
21900,ZB,SNT,QC,1571356800,1581206400
21901,ZB,TUSD,USDT,1571356800,1581206400
21902,ZB,BCD,USDT,1571356800,1581120000
21903,ZB,BCD,QC,1571356800,1581206400
21905,ZB,RCN,USDT,1571356800,1581206400
21908,ZB,BITCNY,QC,1571356800,1581206400
21909,ZB,XEM,BTC,1527465600,1581206400
21910,ZB,XEM,USDT,1527292800,1581206400
21911,ZB,XEM,QC,1571356800,1581206400
21912,ZB,BTC,PAX,1537920000,1561075200
21913,ZB,BTC,USDT,1528070400,1581206400
21914,ZB,BTC,QC,1571356800,1581206400
21915,ZB,OMG,QC,1571356800,1581206400
21916,ZB,OMG,BTC,1527292800,1581206400
21917,ZB,OMG,USDT,1528070400,1581206400
21918,ZB,XLM,QC,1571356800,1581206400
21919,ZB,XLM,BTC,1527897600,1581206400
21920,ZB,XLM,USDT,1527552000,1581206400
21921,ZB,TSR,USDT,1574812800,1581206400
21923,ZB,QUN,QC,1571356800,1581206400
21924,ZB,QUN,USDT,1571356800,1581206400
21925,ZB,XTZ,USDT,1571356800,1581206400
21926,ZB,BTM,USDT,1528070400,1581206400
21927,ZB,BTM,BTC,1527897600,1581206400
21928,ZB,BTM,QC,1571356800,1581206400
21929,ZB,ADA,USDT,1528070400,1581206400
21930,ZB,ADA,BTC,1528070400,1581206400
21931,ZB,ADA,QC,1571356800,1581206400
21933,ZB,EOS,USDT,1528070400,1581206400
21934,ZB,EOS,QC,1571356800,1581206400
21935,ZB,EOS,BTC,1528070400,1581206400
21936,ZB,BRC,USDT,1571356800,1581206400
21937,ZB,BRC,QC,1571356800,1581206400
21938,ZB,BRC,BTC,1571529600,1578700800
21939,ZB,TRUE,USDT,1571356800,1581206400
21940,ZB,TRUE,BTC,1571616000,1581120000
21941,ZB,TRUE,QC,1571356800,1581206400
21942,ZB,LEO,USDT,1558915200,1581206400
21943,ZB,KNC,QC,1571356800,1581206400
21944,ZB,KNC,BTC,1527292800,1561161600
21945,ZB,KNC,USDT,1571788800,1581033600
21947,ZB,EOSDAC,QC,1571356800,1581206400
21948,ZB,EOSDAC,USDT,1571356800,1581206400
21949,ZB,BTN,USDT,1571356800,1581206400
21950,ZB,GUSD,USDT,1579737600,1581206400
21951,ZB,LTBTC,USDT,1574294400,1581206400
21952,ZB,LTBTC,QC,1574208000,1581206400
21953,ZB,LTBTC,BTC,1574380800,1581206400
21954,ZB,B91,USDT,1571356800,1581206400
21955,ZB,CHAT,USDT,1571356800,1581206400
21958,ZB,MITH,QC,1571356800,1581206400
21961,ZB,1ST,USDT,1571356800,1581206400
21962,ZB,1ST,QC,1571356800,1581206400
21965,ZB,SUB,QC,1571356800,1581206400
21967,ZB,USDT,QC,1571356800,1581206400
21968,ZB,FUN,BTC,1527811200,1561334400
21971,ZB,TOPC,QC,1571356800,1581206400
21973,ZB,TOPC,USDT,1571356800,1581206400
21974,ZB,ETZ,USDT,1571356800,1581206400
21975,ZB,BSV,USDT,1571356800,1581206400
21976,ZB,BSV,QC,1571356800,1581206400
21977,ZB,HC,QC,1571356800,1581206400
21978,ZB,HC,BTC,1571356800,1581206400
21980,ZB,HC,USDT,1571356800,1581206400
21981,ZB,ICX,BTC,1527552000,1581206400
21982,ZB,ICX,USDT,1571529600,1581206400
21983,ZB,ICX,QC,1571356800,1581206400
21984,ZB,QTUM,QC,1571356800,1581206400
21986,ZB,QTUM,USDT,1528070400,1581206400
21987,ZB,QTUM,BTC,1528070400,1581206400
21988,ZB,FN,QC,1576454400,1581206400
21989,ZB,UBTC,QC,1571356800,1581206400
21990,ZB,UBTC,USDT,1571356800,1581206400
21992,ZB,XMR,USDT,1572480000,1581206400
21993,ZB,PAX,USDT,1571356800,1581206400
21994,ZB,PAX,QC,1571356800,1581206400
21995,ZB,GRIN,USDT,1571356800,1581206400
21996,ZB,GRIN,QC,1571356800,1581206400
21997,ZBG,BCH,USDT,1571356800,1581206400
21998,ZBG,TRCB,USDT,1575590400,1581206400
21999,ZBG,ZB,USDT,1571356800,1581206400
22000,ZBG,USDT,QC,1571356800,1581206400
22001,ZBG,DGB,USDT,1571356800,1581206400
22002,ZBG,DGB,BTC,1571356800,1581206400
22003,ZBG,CHARS,USDT,1578009600,1581206400
22005,ZBG,VOLLAR,BTC,1571356800,1581206400
22006,ZBG,VOLLAR,QC,1571356800,1581206400
22007,ZBG,ETC,USDT,1543622400,1581206400
22008,ZBG,DATX,ZT,1571356800,1579305600
22009,ZBG,BSV,USDT,1571356800,1581206400
22010,ZBG,PP,USDT,1576454400,1581206400
22011,ZBG,KOK,USDT,1580688000,1581206400
22012,ZBG,ZT,USDT,1571356800,1581206400
22013,ZBG,W1,USDT,1575244800,1581206400
22014,ZBG,DASH,USDT,1545264000,1581206400
22015,ZBG,DOGE,USDT,1571356800,1581206400
22016,ZBG,XEM,USDT,1571356800,1581206400
22017,ZBG,TRX,USDT,1571356800,1581206400
22018,ZBG,TRX,ZT,1571356800,1578441600
22019,ZBG,BTC,USDT,1543622400,1581206400
22020,ZBG,ZRX,USDT,1571356800,1581206400
22021,ZBG,CONUN,USDT,1571702400,1576627200
22023,ZBG,ADA,USDT,1543622400,1581206400
22024,ZBG,XLM,USDT,1571356800,1581206400
22025,ZBG,TUSD,USDT,1575849600,1581206400
22026,ZBG,ABYSS,USDT,1576972800,1581206400
22027,ZBG,XRP,USDT,1543622400,1581206400
22028,ZBG,ETH,USDT,1543622400,1581206400
22029,ZBG,IQ,USDT,1571356800,1575504000
22030,ZBG,OFBC,USDT,1575244800,1576972800
22031,ZBG,IZI,USDT,1571356800,1578441600
22032,ZBG,BCAC,USDT,1571356800,1571616000
22033,ZBG,EOS,USDT,1543622400,1581206400
22034,ZBG,LTC,USDT,1543622400,1581206400
22035,Zaif,PEPECASH,BTC,1571788800,1580947200
22036,Zaif,PEPECASH,JPY,1571356800,1581206400
22037,Zaif,SJCX,JPY,1571702400,1581206400
22038,Zaif,SJCX,BTC,1572048000,1581033600
22039,Zaif,BTC,JPY,1496793600,1581206400
22040,Zaif,ETH,JPY,1571356800,1581206400
22041,Zaif,ETH,BTC,1506902400,1581206400
22042,Zaif,XCP,JPY,1571356800,1581206400
22043,Zaif,XCP,BTC,1572048000,1581033600
22044,Zaif,BCH,JPY,1571356800,1581206400
22045,Zaif,BCH,BTC,1502236800,1581206400
22046,Zaif,XEM,JPY,1571356800,1581206400
22047,Zaif,XEM,BTC,1496793600,1581206400
22048,Zaif,MONA,BTC,1571356800,1581206400
22049,Zaif,MONA,JPY,1571356800,1581206400
22050,Zaif,ZAIF,BTC,1571356800,1581206400
22051,Zaif,ZAIF,JPY,1571356800,1581206400
22052,aax,ELF,BTC,1574812800,1581206400
22053,aax,ELF,ETH,1574812800,1581206400
22054,aax,DOCK,ETH,1578268800,1581120000
22055,aax,DOCK,BTC,1578268800,1581120000
22056,aax,DOCK,USDT,1578268800,1581120000
22057,aax,OMG,USDT,1574812800,1581206400
22058,aax,OMG,BTC,1574812800,1581206400
22059,aax,OMG,ETH,1574812800,1581206400
22060,aax,NEO,ETH,1574812800,1581206400
22061,aax,NEO,USDT,1574812800,1581206400
22062,aax,NEO,BTC,1574812800,1581206400
22063,aax,XRP,ETH,1574812800,1581206400
22064,aax,XRP,USDT,1574812800,1581206400
22065,aax,XRP,BTC,1574812800,1581206400
22066,aax,ZIL,ETH,1574812800,1581206400
22067,aax,ZIL,USDT,1574812800,1581206400
22068,aax,ZIL,BTC,1574812800,1581206400
22069,aax,LTC,USDT,1574812800,1581206400
22070,aax,LTC,ETH,1574812800,1581206400
22071,aax,LTC,BTC,1574812800,1581206400
22072,aax,QTUM,USDT,1577145600,1581120000
22073,aax,QTUM,ETH,1577145600,1581120000
22074,aax,QTUM,BTC,1577145600,1581120000
22075,aax,BTC,USDT,1574812800,1581206400
22076,aax,EOS,BTC,1574812800,1581206400
22077,aax,EOS,ETH,1574812800,1581206400
22078,aax,EOS,USDT,1574812800,1581206400
22079,aax,LINK,BTC,1577145600,1581120000
22080,aax,LINK,USDT,1577145600,1581120000
22081,aax,LINK,ETH,1577145600,1581120000
22082,aax,ETH,USDT,1574812800,1581206400
22083,aax,ETH,BTC,1574812800,1581206400
22084,aax,ZEC,ETH,1574812800,1581206400
22085,aax,ZEC,BTC,1574812800,1581206400
22086,aax,ZEC,USDT,1574812800,1581206400
22087,aax,TRX,BTC,1574812800,1581206400
22088,aax,TRX,ETH,1574812800,1581206400
22089,aax,TRX,USDT,1574812800,1581206400
22090,aax,ZRX,BTC,1574812800,1581206400
22091,aax,ZRX,USDT,1574812800,1581206400
22092,aax,ZRX,ETH,1574812800,1581206400
22093,aax,KNC,ETH,1574812800,1581206400
22094,aax,KNC,BTC,1574812800,1581206400
22095,aax,BAT,USDT,1578009600,1581120000
22096,aax,BAT,ETH,1578009600,1581120000
22097,aax,BAT,BTC,1578009600,1581120000
22098,aax,XLM,BTC,1574812800,1581206400
22099,aax,XLM,ETH,1574812800,1581206400
22100,aax,XLM,USDT,1574812800,1581206400
22113,ataix,DASH,BTC,1571356800,1581206400
22115,ataix,DASH,USDT,1571356800,1581206400
22116,ataix,XLM,USDT,1571356800,1581206400
22117,ataix,XLM,ETH,1571356800,1581206400
22118,ataix,XLM,BTC,1571356800,1581206400
22119,ataix,BCH,ETH,1571356800,1581206400
